common_key,full_fips,county,state,population,unemployment_rate,poverty_rate,disability_rate,homeownership_rate,Cost Per Meal ($),insecurity_rate,region,food_insecure_population,annual_budget_shortfall
randall texas,48381,Randall County,TX,146070,0.0238461538461538,0.0870374258759132,0.123,0.679,3.74,0.1300106561600339,S,18991,13456824
reagan texas,48383,Reagan County,TX,3232,0.0384615384615384,0.1050392670157068,0.109,0.7,3.24,0.1384473443415223,S,448,275537
real texas,48385,Real County,TX,2802,0.043076923076923,0.1673656118947769,0.35,0.7809999999999999,3.0,0.2032297677644506,S,570,324479
red river texas,48387,Red River County,TX,11611,0.0423076923076923,0.1513557631268704,0.191,0.715,3.48,0.1707646518196594,S,1983,1306458
reeves texas,48389,Reeves County,TX,12664,0.0276923076923076,0.1590786879369062,0.106,0.737,3.38,0.1482135859335144,S,1877,1202998
refugio texas,48391,Refugio County,TX,6707,0.0415384615384615,0.1492746841366401,0.205,0.77,3.24,0.1685868874410568,S,1131,695610
roberts texas,48393,Roberts County,TX,832,0.0407692307692307,0.0564903846153846,0.114,0.851,3.55,0.1136596538461538,S,95,63913
robertson texas,48395,Robertson County,TX,17167,0.0384615384615384,0.1299043648847474,0.1989999999999999,0.7240000000000001,3.43,0.1628185568340438,S,2796,1819825
rockwall texas,48397,Rockwall County,TX,123617,0.0315384615384615,0.0380138661628515,0.091,0.825,3.95,0.100571295873759,S,12433,9304832
runnels texas,48399,Runnels County,TX,9874,0.03,0.1094395592753469,0.158,0.75,3.24,0.1421679336794152,S,1404,863516
rusk texas,48401,Rusk County,TX,52842,0.04,0.1366228022633165,0.156,0.7879999999999999,3.33,0.1526987703514211,S,8069,5091242
sabine texas,48403,Sabine County,TX,10023,0.0576923076923076,0.1084210526315789,0.262,0.857,3.49,0.1675632510121457,S,1680,1110177
san augustine texas,48405,San Augustine County,TX,7874,0.0492307692307692,0.2648627032791256,0.2239999999999999,0.7509999999999999,3.38,0.2156115713348236,S,1698,1088275
san jacinto texas,48407,San Jacinto County,TX,28441,0.0469230769230769,0.174375,0.236,0.846,3.52,0.1801391153846154,S,5124,3416636
san patricio texas,48409,San Patricio County,TX,70181,0.0446153846153846,0.1340313504216767,0.186,0.669,3.23,0.1683504852630736,S,11816,7243792
san saba texas,48411,San Saba County,TX,5696,0.0323076923076923,0.098170731707317,0.157,0.7170000000000001,3.03,0.1416332213883677,S,807,464212
schleicher texas,48413,Schleicher County,TX,2381,0.0407692307692307,0.1004444444444444,0.1,0.843,3.24,0.1260484017094017,S,301,185127
scurry texas,48415,Scurry County,TX,16488,0.0323076923076923,0.1146697169002001,0.136,0.768,3.26,0.1393318844724049,S,2298,1417936
shackelford texas,48417,Shackelford County,TX,3175,0.0284615384615384,0.0902181097157964,0.162,0.787,3.53,0.1332437201179521,S,424,283564
shelby texas,48419,Shelby County,TX,24155,0.043076923076923,0.1976237623762376,0.1639999999999999,0.74,3.38,0.1793584737242955,S,4333,2777086
sherman texas,48421,Sherman County,TX,2295,0.0238461538461538,0.0854861437294504,0.168,0.763,3.22,0.1324416304874083,S,304,185762
smith texas,48423,Smith County,TX,241740,0.0338461538461538,0.107169534450981,0.135,0.688,3.61,0.1430315162069564,S,34577,23675029
somervell texas,48425,Somervell County,TX,9691,0.0369230769230769,0.0656729315186865,0.125,0.8,3.51,0.1207380286488193,S,1171,778481
starr texas,48427,Starr County,TX,66067,0.093076923076923,0.3092811545045837,0.168,0.695,3.18,0.2434157279109064,S,16082,9699010
stephens texas,48429,Stephens County,TX,9351,0.0384615384615384,0.1450372648763752,0.188,0.792,3.41,0.1608366796312642,S,1504,972917
sterling texas,48431,Sterling County,TX,1468,0.0307692307692307,0.0434462444771723,0.128,0.777,3.26,0.1127549993202673,S,166,102427
stonewall texas,48433,Stonewall County,TX,1227,0.0184615384615384,0.1382978723404255,0.152,0.846,3.53,0.1384372013093289,S,170,113693
sutton texas,48435,Sutton County,TX,3277,0.0569230769230769,0.0457801308003737,0.122,0.76,3.24,0.1255796188103394,S,412,253397
swisher texas,48437,Swisher County,TX,6937,0.0407692307692307,0.2758051197357555,0.149,0.664,3.35,0.206679145906117,S,1434,910510
tarrant texas,48439,Tarrant County,TX,2167390,0.033076923076923,0.1017614226666057,0.105,0.593,3.68,0.1416871769406977,S,307092,213934736
taylor texas,48441,Taylor County,TX,145863,0.0292307692307692,0.1277605809869635,0.148,0.605,3.53,0.1562116667338257,S,22786,15238847
terrell texas,48443,Terrell County,TX,835,0.0307692307692307,0.0766467065868263,0.253,0.894,2.98,0.1402205527406725,S,118,66703
terry texas,48445,Terry County,TX,11629,0.0376923076923076,0.1864841745081266,0.154,0.665,3.38,0.1765282074751595,S,2053,1315799
throckmorton texas,48447,Throckmorton County,TX,1639,0.0361538461538461,0.2376425855513308,0.173,0.68,3.53,0.1955021076338111,S,321,214678
titus texas,48449,Titus County,TX,31363,0.0323076923076923,0.1644308806761016,0.151,0.706,3.4,0.1632245908460042,S,5120,3301868
tom green texas,48451,Tom Green County,TX,119577,0.0284615384615384,0.0952342099776079,0.155,0.6509999999999999,3.24,0.1431790654048735,S,17121,10530097
travis texas,48453,Travis County,TX,1330015,0.03,0.0961247554707238,0.096,0.521,3.74,0.1417304188162803,S,188504,133571968
trinity texas,48455,Trinity County,TX,14046,0.0469230769230769,0.170753521651636,0.244,0.794,3.13,0.1842127845729585,S,2588,1535059
tyler texas,48457,Tyler County,TX,20238,0.0553846153846153,0.1783392266453747,0.26,0.812,3.38,0.1925135463231874,S,3897,2497647
upshur texas,48459,Upshur County,TX,42567,0.0392307692307692,0.1183944841172125,0.2,0.807,3.41,0.1536561225730683,S,6541,4231285
upton texas,48461,Upton County,TX,3191,0.01,0.1499503475670308,0.11,0.772,3.38,0.1353515153922542,S,432,276875
uvalde texas,48463,Uvalde County,TX,24881,0.0384615384615384,0.2108666406283904,0.186,0.706,3.0,0.1884020323809333,S,4688,2668692
val verde texas,48465,Val Verde County,TX,47741,0.0469230769230769,0.1636707017384181,0.16,0.691,2.98,0.1725422883617701,S,8238,4656771
van zandt texas,48467,Van Zandt County,TX,62649,0.0361538461538461,0.1011489639255431,0.147,0.815,3.56,0.1354532252540495,S,8487,5726624
victoria texas,48469,Victoria County,TX,91413,0.0376923076923076,0.1573669234506211,0.161,0.653,3.02,0.1690992801240677,S,15458,8861159
walker texas,48471,Walker County,TX,80209,0.0376923076923076,0.1293664648969669,0.144,0.565,3.47,0.1626851278842546,S,13049,8571087
waller texas,48473,Waller County,TX,61552,0.0453846153846153,0.1235147881402405,0.107,0.72,3.66,0.1459498327394829,S,8984,6240795
ward texas,48475,Ward County,TX,11144,0.03,0.1472808945809041,0.136,0.785,3.38,0.1478902570008601,S,1649,1056869
washington texas,48477,Washington County,TX,36647,0.0338461538461538,0.1323484802523812,0.145,0.698,3.14,0.1526609262130213,S,5595,3329783
webb texas,48479,Webb County,TX,269294,0.04,0.199440765152826,0.135,0.647,3.28,0.1794073340307382,S,48314,30003530
wharton texas,48481,Wharton County,TX,41794,0.0392307692307692,0.1303577754162238,0.144,0.723,2.79,0.1525039352843402,S,6374,3374726
wheeler texas,48483,Wheeler County,TX,4862,0.0292307692307692,0.1464462100064419,0.17,0.762,3.55,0.1556242955682925,S,757,509281
wichita texas,48485,Wichita County,TX,129996,0.0323076923076923,0.1463131410876717,0.16,0.614,3.56,0.1655235013026455,S,21518,14519322
wilbarger texas,48487,Wilbarger County,TX,12616,0.0307692307692307,0.1626609442060085,0.2289999999999999,0.672,3.43,0.179787279630241,S,2269,1476818
willacy texas,48489,Willacy County,TX,20139,0.0476923076923076,0.2284538639310072,0.129,0.747,2.73,0.1842901443635559,S,3712,1920995
williamson texas,48491,Williamson County,TX,672688,0.0307692307692307,0.0594279629776223,0.106,0.664,3.59,0.1217279298624168,S,81885,55741060
wilson texas,48493,Wilson County,TX,52781,0.0315384615384615,0.1089326342862795,0.153,0.847,3.23,0.1348303268907371,S,7117,4363072
winkler texas,48495,Winkler County,TX,7454,0.0246153846153846,0.1559237087567868,0.114,0.86,3.38,0.1386017482303301,S,1034,662707
wise texas,48497,Wise County,TX,75005,0.0307692307692307,0.0856531350765288,0.153,0.8140000000000001,3.65,0.1290906869992537,S,9683,6707087
wood texas,48499,Wood County,TX,46961,0.0423076923076923,0.1217341829767865,0.22,0.8009999999999999,3.55,0.1605662872098315,S,7541,5073298
yoakum texas,48501,Yoakum County,TX,7571,0.0307692307692307,0.1626916524701873,0.136,0.6679999999999999,3.68,0.1616674747739484,S,1224,852697
young texas,48503,Young County,TX,18029,0.03,0.1516281237257529,0.18,0.741,3.41,0.1611695370769499,S,2906,1879853
zapata texas,48505,Zapata County,TX,13841,0.0638461538461538,0.3581615253449077,0.153,0.72,3.18,0.2414528571837401,S,3342,2015551
zavala texas,48507,Zavala County,TX,9412,0.0584615384615384,0.3312243312243312,0.19,0.69,3.0,0.2394887856587856,S,2255,1283682
beaver utah,49001,Beaver County,UT,7273,0.023076923076923,0.0681990019658248,0.183,0.81,3.86,0.1259814532680384,W,917,671644
box elder utah,49003,Box Elder County,UT,61246,0.0284615384615384,0.0810440266662096,0.111,0.76,3.76,0.1220169245454893,W,7474,5324247
cache utah,49005,Cache County,UT,140046,0.0246153846153846,0.0768322516418302,0.089,0.637,3.78,0.1232263844681645,W,17258,12363327
carbon utah,49007,Carbon County,UT,20517,0.0353846153846153,0.1620917037264223,0.192,0.679,3.58,0.1738983687140952,W,3568,2420016
daggett utah,49009,Daggett County,UT,783,0.0323076923076923,0.0924369747899159,0.16,0.823,3.72,0.1327976140917906,W,104,73252
davis utah,49011,Davis County,UT,370924,0.0246153846153846,0.0597246176029856,0.098,0.773,3.89,0.1096726499672682,W,40681,29959487
duchesne utah,49013,Duchesne County,UT,20185,0.0307692307692307,0.1136842105263157,0.152,0.789,3.72,0.139974004048583,W,2826,1990471
emery utah,49015,Emery County,UT,10046,0.0353846153846153,0.1219715956558061,0.185,0.8009999999999999,3.58,0.1505304928346507,W,1513,1026201
garfield utah,49017,Garfield County,UT,5219,0.0707692307692307,0.1020910209102091,0.129,0.703,3.86,0.1560770650960355,W,815,596935
grand utah,49019,Grand County,UT,9754,0.0338461538461538,0.1287894848420606,0.142,0.703,4.07,0.1505303397367949,W,1469,1131956
iron utah,49021,Iron County,UT,62252,0.0246153846153846,0.0952072979780788,0.132,0.6829999999999999,3.86,0.1345748998517991,W,8378,6136347
juab utah,49023,Juab County,UT,12586,0.0284615384615384,0.0679267572356763,0.128,0.838,3.78,0.1154899910945522,W,1454,1041620
kane utah,49025,Kane County,UT,8170,0.0323076923076923,0.0975483201452847,0.1669999999999999,0.804,3.86,0.137229580749773,W,1122,821793
millard utah,49027,Millard County,UT,13315,0.0284615384615384,0.0732649842271293,0.153,0.818,3.55,0.1236322824557146,W,1647,1107172
morgan utah,49029,Morgan County,UT,12802,0.0246153846153846,0.0131014961585119,0.07,0.888,3.89,0.0804847736477029,W,1031,759279
piute utah,49031,Piute County,UT,1694,0.0492307692307692,0.1033653846153846,0.2319999999999999,0.955,3.55,0.1490944615384615,W,253,170075
rich utah,49033,Rich County,UT,2631,0.0269230769230769,0.0389457120377655,0.151,0.847,3.78,0.1090755917811535,W,287,205602
salt lake utah,49035,Salt Lake County,UT,1196523,0.03,0.0709335765999151,0.107,0.6609999999999999,3.92,0.1256049474311718,W,150290,111585689
san juan utah,49037,San Juan County,UT,14483,0.0384615384615384,0.1770566258882133,0.208,0.809,4.05,0.1742201074871945,W,2524,1939835
sanpete utah,49039,Sanpete County,UT,29719,0.03,0.1190980105437334,0.134,0.743,3.49,0.1411195395005195,W,4194,2777276
sevier utah,49041,Sevier County,UT,22085,0.033076923076923,0.0879268879268879,0.15,0.778,3.55,0.1328691114071114,W,2935,1973011
summit utah,49043,Summit County,UT,42970,0.0253846153846153,0.0435566452729501,0.057,0.802,5.25,0.0944817293075425,W,4060,4040958
tooele utah,49045,Tooele County,UT,79347,0.0315384615384615,0.0494739495575338,0.1119999999999999,0.818,3.66,0.1090310435607935,W,8652,6007161
uintah utah,49047,Uintah County,UT,37056,0.0276923076923076,0.1161688274601633,0.14,0.735,3.72,0.1408415122552357,W,5220,3676668
utah utah,49049,Utah County,UT,705400,0.03,0.0590181807602139,0.089,0.6829999999999999,3.78,0.116523036012391,W,82196,58883768
wasatch utah,49051,Wasatch County,UT,36642,0.0238461538461538,0.0442341674742062,0.062,0.8029999999999999,4.23,0.0949179743706672,W,3478,2791684
washington utah,49053,Washington County,UT,196431,0.03,0.084346674922865,0.132,0.716,4.05,0.1311030960743912,W,25753,19792620
wayne utah,49055,Wayne County,UT,2584,0.0469230769230769,0.1064701064701064,0.122,0.7929999999999999,3.55,0.1387856907326907,W,359,241332
weber utah,49057,Weber County,UT,269648,0.03,0.0749908223918018,0.121,0.741,3.83,0.1240439530340782,W,33449,24297881
addison vermont,50001,Addison County,VT,37664,0.0184615384615384,0.0720375486439117,0.153,0.7929999999999999,4.52,0.1203997738420863,NE,4535,3881839
bennington vermont,50003,Bennington County,VT,37269,0.0269230769230769,0.1095513504407883,0.1639999999999999,0.737,4.25,0.1429006637309571,NE,5326,4293243
caledonia vermont,50005,Caledonia County,VT,30475,0.0223076923076923,0.1088447093684319,0.177,0.792,4.47,0.1392119819718578,NE,4243,3598031
chittenden vermont,50007,Chittenden County,VT,169758,0.0184615384615384,0.0679222161308007,0.114,0.639,4.54,0.1222454834477335,NE,20753,17846830
essex vermont,50009,Essex County,VT,5982,0.0292307692307692,0.1362393162393162,0.222,0.8240000000000001,3.92,0.1581296068376068,NE,946,702161
franklin vermont,50011,Franklin County,VT,50638,0.0207692307692307,0.1007204610951008,0.151,0.774,4.16,0.1319370392374196,NE,6682,5266311
grand isle vermont,50013,Grand Isle County,VT,7450,0.0269230769230769,0.076976325626471,0.136,0.899,3.94,0.1150397554926037,NE,858,640268
lamoille vermont,50015,Lamoille County,VT,26148,0.0246153846153846,0.072478949276822,0.128,0.7290000000000001,4.62,0.1229710880829818,NE,3216,2816978
orange vermont,50017,Orange County,VT,29761,0.023076923076923,0.0891182976930369,0.171,0.8320000000000001,4.49,0.1289886594494729,NE,3839,3270762
orleans vermont,50019,Orleans County,VT,27606,0.0353846153846153,0.1155659473341255,0.173,0.797,3.92,0.1463118175918527,NE,4040,2998660
rutland vermont,50021,Rutland County,VT,60425,0.023076923076923,0.1162187565271879,0.152,0.7509999999999999,4.38,0.139975011782411,NE,8458,7020434
washington vermont,50023,Washington County,VT,60017,0.0207692307692307,0.0820199700796715,0.136,0.737,4.45,0.1253854762202971,NE,7526,6351957
windham vermont,50025,Windham County,VT,45923,0.0207692307692307,0.108834149819453,0.157,0.7390000000000001,4.55,0.1383037838939045,NE,6352,5475164
windsor vermont,50027,Windsor County,VT,57990,0.02,0.0890525071209759,0.155,0.748,4.61,0.130347432364164,NE,7559,6606043
accomack virginia,51001,Accomack County,VA,33335,0.0369230769230769,0.1332119080517523,0.171,0.7140000000000001,3.62,0.1583749688577971,S,5280,3625749
albemarle virginia,51003,Albemarle County,VA,114919,0.0261538461538461,0.0724503298465223,0.102,0.659,4.23,0.1234912787398146,S,14192,11383962
alleghany virginia,51005,Alleghany County,VA,14859,0.0369230769230769,0.1084719481251762,0.179,0.823,3.95,0.1440063021621739,S,2140,1601571
amelia virginia,51007,Amelia County,VA,13462,0.0292307692307692,0.0915037709712174,0.171,0.825,3.78,0.133108405808598,S,1792,1284060
amherst virginia,51009,Amherst County,VA,31485,0.03,0.1076850732231627,0.162,0.8079999999999999,3.57,0.13825944431009,S,4354,2946539
appomattox virginia,51011,Appomattox County,VA,16610,0.0292307692307692,0.1278409090909091,0.141,0.758,3.57,0.1439893356643356,S,2392,1618769
arlington virginia,51013,Arlington County,VA,236254,0.0261538461538461,0.0683314565807776,0.067,0.413,5.04,0.1326598128155874,S,31342,29944200
augusta virginia,51015,Augusta County,VA,78033,0.0238461538461538,0.062908797946281,0.156,0.802,3.73,0.1198009516873961,S,9349,6605996
bath virginia,51017,Bath County,VA,4100,0.0238461538461538,0.2382198952879581,0.158,0.713,3.65,0.1847192360048328,S,758,525041
bedford virginia,51019,Bedford County,VA,80894,0.0292307692307692,0.0745919554186531,0.129,0.847,3.94,0.1176156830451466,S,9515,7102068
bland virginia,51021,Bland County,VA,6199,0.033076923076923,0.138043270151254,0.16,0.865,3.6,0.1453107503056009,S,901,615125
botetourt virginia,51023,Botetourt County,VA,34004,0.0238461538461538,0.0608865075499269,0.118,0.855,3.95,0.1078425512758065,S,3668,2745123
brunswick virginia,51025,Brunswick County,VA,15841,0.0469230769230769,0.1401574803149606,0.157,0.7440000000000001,3.56,0.1603788988491823,S,2541,1714546
buchanan virginia,51027,Buchanan County,VA,19415,0.0492307692307692,0.2496178452131574,0.377,0.831,3.54,0.2351642784569221,S,4566,3062743
buckingham virginia,51029,Buckingham County,VA,16976,0.0338461538461538,0.1249050611061244,0.201,0.773,3.6,0.1559527110564641,S,2648,1807827
campbell virginia,51031,Campbell County,VA,55312,0.0284615384615384,0.0955604445196592,0.157,0.7490000000000001,3.56,0.1367253752728345,S,7563,5103152
caroline virginia,51033,Caroline County,VA,32098,0.0292307692307692,0.1002380234000469,0.12,0.823,3.84,0.1260521776149694,S,4047,2948215
carroll virginia,51035,Carroll County,VA,29157,0.0392307692307692,0.1482022071911712,0.186,0.7709999999999999,3.63,0.1633362866336227,S,4763,3280208
charles virginia,51036,Charles City County,VA,6627,0.0307692307692307,0.0910074165636588,0.193,0.863,3.94,0.1353093084529809,S,897,669527
charlotte virginia,51037,Charlotte County,VA,11422,0.0338461538461538,0.18195211786372,0.213,0.747,3.6,0.1791143338999858,S,2046,1396833
chesterfield virginia,51041,Chesterfield County,VA,377869,0.0276923076923076,0.0642140170978152,0.126,0.767,4.05,0.1185485152149362,S,44796,34416864
clarke virginia,51043,Clarke County,VA,15216,0.0269230769230769,0.0660565609302965,0.127,0.815,3.84,0.1155963936134738,S,1759,1281420
craig virginia,51045,Craig County,VA,4856,0.0315384615384615,0.1445347786811201,0.1369999999999999,0.8370000000000001,3.95,0.1441922388298241,S,701,524628
culpeper virginia,51047,Culpeper County,VA,54397,0.0269230769230769,0.0701049605167287,0.111,0.75,3.91,0.1183874622761693,S,6440,4768410
cumberland virginia,51049,Cumberland County,VA,9818,0.0246153846153846,0.0786680541103017,0.1669999999999999,0.759,3.6,0.1306178708876971,S,1283,875922
dickenson virginia,51051,Dickenson County,VA,13733,0.0438461538461538,0.1737198971241524,0.363,0.7609999999999999,3.76,0.2096872366144493,S,2880,2052203
dinwiddie virginia,51053,Dinwiddie County,VA,28191,0.0292307692307692,0.1160464335037885,0.148,0.7959999999999999,3.65,0.1387615697694116,S,3912,2709710
